route,ellipse_asset_class_group_desc,ellipse_asset_class_desc,ellipse_asset_number,fms_failure_count_per_asset_6m_2020,count_service_affecting_faults_6m_2020,is_in_radar,group_class
LNW South,S&C (Signalling),Point Operating Equipment,1861107,2,1,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2481807,2,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2904113,2,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2505035,2,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,765368,2,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,865239,2,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1853813,2,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1971297,2,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1861142,2,1,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1853812,2,0,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2496852,2,2,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,10164213,2,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,1762396,2,1,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,10277665,2,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2523819,2,1,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,548883,2,2,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,557646,2,2,True,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,10294213,2,2,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,17357658,2,1,False,S&C (Signalling) - Point Operating Equipment
LNW South,S&C (Signalling),Point Operating Equipment,2407029,2,0,True,S&C (Signalling) - Point Operating Equipment
LNW South,Signalling,TC - DC,558771,2,2,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,558759,2,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,884697,2,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,1815217,2,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,10352669,2,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,884652,2,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,1815224,2,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,840570,2,2,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,1815200,2,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,1815254,2,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,558223,2,2,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,7785725,2,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,7889916,2,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,7439194,2,2,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,558751,2,0,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,558242,2,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,1815229,2,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,10283030,2,2,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,7439125,2,2,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,1815195,2,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,884713,2,1,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,1814921,2,0,False,Signalling - TC - DC
LNW South,Signalling,TC - DC,7439162,2,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,558793,2,1,True,Signalling - TC - DC
LNW South,Signalling,TC - DC,840590,2,0,True,Signalling - TC - DC
LNW North,S&C (Signalling),Point Operating Equipment,1455812,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1122493,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1122604,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1123200,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1412728,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1459053,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1459142,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,18777288,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1118922,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1122590,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1411519,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1412227,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1412750,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1412890,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1412962,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1412967,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1413176,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1458759,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1459061,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1459234,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1951702,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1964621,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,2062031,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1122335,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1122438,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1122588,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1122880,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1122986,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1411500,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1412314,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1459020,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1459073,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1459145,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1542811,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,2867443,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,10161572,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,18786899,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1122347,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1411394,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1413046,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1413107,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1459203,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1459227,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1459272,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1964732,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1965029,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,2500645,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,4474315,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,10164148,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,18747478,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1412275,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1456267,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1458862,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1459023,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,2690351,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,2713585,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,3158462,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,7800371,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,17750872,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,18697731,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1118939,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1122281,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1122582,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1122769,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1412845,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1456064,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1459035,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,2515274,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,9246742,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1411479,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1413004,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1455967,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1456090,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1459276,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1964823,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,6517754,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,17929851,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,18713692,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1122593,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1411326,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1411357,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1412790,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1458802,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1459024,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1459167,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1459168,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1831312,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1854079,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,2772374,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,2836504,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,18896670,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1122621,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1122681,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1123187,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1412066,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1456068,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1456074,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1459091,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1459183,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1749923,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1754978,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,2713595,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,10299137,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,19101723,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1122522,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1123153,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1411316,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1456088,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1458847,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1459074,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1780784,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1965046,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,2979038,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,18896776,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1123228,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1647090,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1648120,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1732352,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1951703,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,2062064,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,3162014,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,18763914,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,18911795,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,18924853,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1122603,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1412219,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1413122,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1455999,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1459029,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1459162,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1411534,1,1,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1412982,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1413206,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1413231,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1455837,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1455948,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1458784,1,1,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1459096,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1700767,1,0,False,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,1799906,1,0,True,S&C (Signalling) - Point Operating Equipment
LNW North,S&C (Signalling),Point Operating Equipment,2749103,1,0,True,S&C (Signalling) - Point Operating Equipment
